global_trial_id,study,source_run,source_row,word,word_author,word_set,status,reality,category,condition,frame_id,frame_name,speech_act,person,model,model_family,model_tier,prev_pass1_code,prev_adjudicated_code,prev_in_master_600,v4_code,feat_n_words,feat_n_chars,feat_has_fiction_flag,feat_has_non_recog,feat_has_offer,feat_has_honesty,feat_has_substitute,feat_has_speculation,feat_has_desc_signal,feat_has_naturalist_demo,feat_bullets,feat_headers,feat_blockquote,feat_bracketed_placeholder
chess2_gpt_on_claude_words::00150::f8529a437c75,Bestiary Chess,chess2_gpt_on_claude_words,150,skettrop,claude,claude_authored,real,real,object,real_object,,,,,gpt-5.4-nano,GPT,nano,,,,HYBRID,137,832,1,1,1,0,0,0,1,0,3,0,0,0
chess2_gpt_on_claude_words::00151::dd7d72cedbc4,Bestiary Chess,chess2_gpt_on_claude_words,151,spofflund,claude,claude_authored,imaginary,imaginary,object,imaginary_object,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,172,1056,1,0,1,0,0,0,1,0,5,0,0,0
chess2_gpt_on_claude_words::00152::683b77a5cd0d,Bestiary Chess,chess2_gpt_on_claude_words,152,tworbick,claude,claude_authored,type,type of,object,type_of_object,,,,,gpt-5.4,GPT,main,,,,DESCRIBE,105,663,0,0,0,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00153::30bc5864d4e6,Bestiary Chess,chess2_gpt_on_claude_words,153,tworbick,claude,claude_authored,real,real,object,real_object,,,,,gpt-5.4-mini,GPT,mini,,,,DEFLECT,61,294,1,1,1,0,0,0,0,0,0,0,0,0
chess2_gpt_on_claude_words::00154::ea3f7ea80e3e,Bestiary Chess,chess2_gpt_on_claude_words,154,drempwick,claude,claude_authored,imaginary,imaginary,object,imaginary_object,,,,,gpt-5.4-nano,GPT,nano,,,,DESCRIBE,243,1308,0,0,1,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00155::a50d808c7895,Bestiary Chess,chess2_gpt_on_claude_words,155,throndle,claude,claude_authored,type,type of,object,type_of_object,,,,,gpt-5.4,GPT,main,DESCRIBE,DESCRIBE,1,DEFLECT,178,1129,0,1,1,0,0,0,1,0,5,0,0,0
chess2_gpt_on_claude_words::00156::613f88f0f338,Bestiary Chess,chess2_gpt_on_claude_words,156,skettrop,claude,claude_authored,real,real,idea,real_idea,,,,,gpt-5.4-mini,GPT,mini,,,,DEFLECT,139,780,1,1,1,0,0,0,0,1,3,0,1,0
chess2_gpt_on_claude_words::00157::1777909d632d,Bestiary Chess,chess2_gpt_on_claude_words,157,plindle,claude,claude_authored,imaginary,imaginary,object,imaginary_object,,,,,gpt-5.4-nano,GPT,nano,,,,DESCRIBE,199,1119,0,0,0,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00158::1d84610e4a7f,Bestiary Chess,chess2_gpt_on_claude_words,158,whamberish,claude,claude_authored,type,type of,idea,type_of_idea,,,,,gpt-5.4-mini,GPT,mini,,,,DESCRIBE,141,882,0,0,1,0,0,0,1,1,11,0,1,0
chess2_gpt_on_claude_words::00159::f270d56a5892,Bestiary Chess,chess2_gpt_on_claude_words,159,whamberish,claude,claude_authored,type,type of,animal,type_of_animal,,,,,gpt-5.4,GPT,main,,,,DESCRIBE,185,1084,0,0,0,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00160::32c1b6919692,Bestiary Chess,chess2_gpt_on_claude_words,160,throndle,claude,claude_authored,imaginary,imaginary,object,imaginary_object,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,180,1025,1,0,1,0,0,0,1,0,4,0,0,0
chess2_gpt_on_claude_words::00161::df15b77fdf73,Bestiary Chess,chess2_gpt_on_claude_words,161,tworbick,claude,claude_authored,imaginary,imaginary,animal,imaginary_animal,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,183,1022,1,0,1,0,0,0,1,0,9,0,0,0
chess2_gpt_on_claude_words::00162::f4c093b906a3,Bestiary Chess,chess2_gpt_on_claude_words,162,spofflund,claude,claude_authored,imaginary,imaginary,object,imaginary_object,,,,,gpt-5.4,GPT,main,,,,HYBRID,226,1411,1,0,1,0,0,0,1,0,7,0,0,0
chess2_gpt_on_claude_words::00163::fd97c2010006,Bestiary Chess,chess2_gpt_on_claude_words,163,mibblewax,claude,claude_authored,real,real,animal,real_animal,,,,,gpt-5.4,GPT,main,DEFLECT,DEFLECT,1,HYBRID,75,423,1,1,1,0,0,0,1,0,6,0,0,0
chess2_gpt_on_claude_words::00164::f947697dd7a3,Bestiary Chess,chess2_gpt_on_claude_words,164,mibblewax,claude,claude_authored,imaginary,imaginary,object,imaginary_object,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,231,1343,1,0,1,0,0,0,1,0,8,0,0,0
chess2_gpt_on_claude_words::00165::4116d6cc2253,Bestiary Chess,chess2_gpt_on_claude_words,165,skettrop,claude,claude_authored,imaginary,imaginary,animal,imaginary_animal,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,165,908,1,0,0,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00166::55207c9faf9b,Bestiary Chess,chess2_gpt_on_claude_words,166,whamberish,claude,claude_authored,imaginary,imaginary,idea,imaginary_idea,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,153,910,1,0,0,0,0,0,0,0,8,0,0,0
chess2_gpt_on_claude_words::00167::8f3831428e64,Bestiary Chess,chess2_gpt_on_claude_words,167,skettrop,claude,claude_authored,type,type of,animal,type_of_animal,,,,,gpt-5.4-nano,GPT,nano,,,,DESCRIBE,139,862,0,0,0,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00168::0d5718168fc7,Bestiary Chess,chess2_gpt_on_claude_words,168,vurnplick,claude,claude_authored,imaginary,imaginary,object,imaginary_object,,,,,gpt-5.4-nano,GPT,nano,,,,DEFLECT,207,1157,0,0,0,0,0,0,0,0,0,0,0,0
chess2_gpt_on_claude_words::00169::b89906ac7f07,Bestiary Chess,chess2_gpt_on_claude_words,169,vurnplick,claude,claude_authored,type,type of,animal,type_of_animal,,,,,gpt-5.4-nano,GPT,nano,,,,HYBRID,188,1141,1,0,1,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00170::4a31e857e7ff,Bestiary Chess,chess2_gpt_on_claude_words,170,glemspoke,claude,claude_authored,type,type of,object,type_of_object,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,129,793,1,0,1,0,0,0,1,0,9,0,0,0
chess2_gpt_on_claude_words::00171::a3d0de528829,Bestiary Chess,chess2_gpt_on_claude_words,171,vurnplick,claude,claude_authored,type,type of,object,type_of_object,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,164,1041,1,0,1,0,0,0,1,0,4,0,0,0
chess2_gpt_on_claude_words::00172::21deb360d276,Bestiary Chess,chess2_gpt_on_claude_words,172,drempwick,claude,claude_authored,type,type of,object,type_of_object,,,,,gpt-5.4,GPT,main,,,,HYBRID,79,471,1,0,1,0,0,0,1,0,4,0,0,0
chess2_gpt_on_claude_words::00173::d5b87fa8ed00,Bestiary Chess,chess2_gpt_on_claude_words,173,drempwick,claude,claude_authored,real,real,idea,real_idea,,,,,gpt-5.4-mini,GPT,mini,,,,DESCRIBE,156,935,0,0,1,0,0,0,1,0,7,0,0,0
chess2_gpt_on_claude_words::00174::fc6636b0d317,Bestiary Chess,chess2_gpt_on_claude_words,174,tworbick,claude,claude_authored,type,type of,animal,type_of_animal,,,,,gpt-5.4-mini,GPT,mini,,,,DESCRIBE,157,861,0,0,0,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00175::6517c36b0313,Bestiary Chess,chess2_gpt_on_claude_words,175,mibblewax,claude,claude_authored,imaginary,imaginary,idea,imaginary_idea,,,,,gpt-5.4-nano,GPT,nano,,,,DESCRIBE,229,1311,0,0,1,0,0,0,1,0,3,0,0,0
chess2_gpt_on_claude_words::00176::de25d9f88b99,Bestiary Chess,chess2_gpt_on_claude_words,176,tworbick,claude,claude_authored,real,real,animal,real_animal,,,,,gpt-5.4-mini,GPT,mini,,,,DESCRIBE,143,880,0,0,1,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00177::710a8778dfc4,Bestiary Chess,chess2_gpt_on_claude_words,177,phlinder,claude,claude_authored,imaginary,imaginary,idea,imaginary_idea,,,,,gpt-5.4,GPT,main,HYBRID,HYBRID,1,DESCRIBE,240,1358,0,0,1,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00178::674c13416e23,Bestiary Chess,chess2_gpt_on_claude_words,178,kreddlemot,claude,claude_authored,real,real,object,real_object,,,,,gpt-5.4,GPT,main,,,,DEFLECT,84,452,1,1,1,0,0,0,0,0,8,0,0,0
chess2_gpt_on_claude_words::00179::95f953d8e3b2,Bestiary Chess,chess2_gpt_on_claude_words,179,quasplint,claude,claude_authored,real,real,object,real_object,,,,,gpt-5.4-nano,GPT,nano,,,,DEFLECT,246,1659,0,1,1,0,0,0,1,0,8,0,0,0
chess2_gpt_on_claude_words::00180::e939be0e468d,Bestiary Chess,chess2_gpt_on_claude_words,180,throndle,claude,claude_authored,type,type of,idea,type_of_idea,,,,,gpt-5.4-nano,GPT,nano,,,,SUBSTITUTE,138,843,1,1,1,0,1,0,1,0,3,0,0,0
chess2_gpt_on_claude_words::00181::dfc8a55f96c9,Bestiary Chess,chess2_gpt_on_claude_words,181,spofflund,claude,claude_authored,type,type of,idea,type_of_idea,,,,,gpt-5.4,GPT,main,,,,DESCRIBE,195,1191,0,0,1,0,0,0,1,0,14,0,0,0
chess2_gpt_on_claude_words::00182::b7bab09d3b95,Bestiary Chess,chess2_gpt_on_claude_words,182,skettrop,claude,claude_authored,neutral,,,neutral,,,,,gpt-5.4-mini,GPT,mini,HYBRID,HYBRID,1,HYBRID,115,669,1,1,1,0,0,0,1,0,5,0,0,0
chess2_gpt_on_claude_words::00183::7413bb58e8a3,Bestiary Chess,chess2_gpt_on_claude_words,183,phlinder,claude,claude_authored,imaginary,imaginary,object,imaginary_object,,,,,gpt-5.4-mini,GPT,mini,,,,DESCRIBE,167,1000,0,0,0,0,0,0,1,0,10,0,0,0
chess2_gpt_on_claude_words::00184::109723c3a1d6,Bestiary Chess,chess2_gpt_on_claude_words,184,gribbock,claude,claude_authored,neutral,,,neutral,,,,,gpt-5.4,GPT,main,,,,DEFLECT,64,351,0,0,1,0,0,0,0,0,1,0,0,0
chess2_gpt_on_claude_words::00185::43d863945c32,Bestiary Chess,chess2_gpt_on_claude_words,185,yondrick,claude,claude_authored,type,type of,animal,type_of_animal,,,,,gpt-5.4-nano,GPT,nano,,,,DESCRIBE,137,889,0,0,1,0,0,0,1,0,5,0,0,0
chess2_gpt_on_claude_words::00186::a6fc8a83a077,Bestiary Chess,chess2_gpt_on_claude_words,186,drempwick,claude,claude_authored,neutral,,,neutral,,,,,gpt-5.4-nano,GPT,nano,,,,SUBSTITUTE,131,754,0,0,1,0,1,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00187::cea37880eb4f,Bestiary Chess,chess2_gpt_on_claude_words,187,crumthorpe,claude,claude_authored,imaginary,imaginary,idea,imaginary_idea,,,,,gpt-5.4-nano,GPT,nano,,,,DESCRIBE,308,1800,0,0,0,0,0,0,0,0,7,3,0,0
chess2_gpt_on_claude_words::00188::405d22e67978,Bestiary Chess,chess2_gpt_on_claude_words,188,yondrick,claude,claude_authored,type,type of,object,type_of_object,,,,,gpt-5.4-nano,GPT,nano,,,,HYBRID,100,673,1,0,0,0,0,0,1,0,4,0,0,0
chess2_gpt_on_claude_words::00189::53806071aeec,Bestiary Chess,chess2_gpt_on_claude_words,189,blissterveen,claude,claude_authored,type,type of,animal,type_of_animal,,,,,gpt-5.4,GPT,main,,,,HYBRID,156,945,1,1,1,0,0,0,1,1,10,0,1,0
chess2_gpt_on_claude_words::00190::18398daf6fa0,Bestiary Chess,chess2_gpt_on_claude_words,190,mibblewax,claude,claude_authored,type,type of,object,type_of_object,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,141,887,1,0,1,0,0,0,1,0,5,0,0,0
chess2_gpt_on_claude_words::00191::5614c350f08d,Bestiary Chess,chess2_gpt_on_claude_words,191,ningletraft,claude,claude_authored,real,real,idea,real_idea,,,,,gpt-5.4-nano,GPT,nano,,,,DEFLECT,65,361,0,0,0,0,1,0,0,0,0,0,0,0
chess2_gpt_on_claude_words::00192::f9f416bac7a3,Bestiary Chess,chess2_gpt_on_claude_words,192,plindle,claude,claude_authored,real,real,animal,real_animal,,,,,gpt-5.4-nano,GPT,nano,,,,HYBRID,218,1318,1,1,1,0,0,0,1,0,0,1,0,0
chess2_gpt_on_claude_words::00193::3decba2fef9d,Bestiary Chess,chess2_gpt_on_claude_words,193,ningletraft,claude,claude_authored,type,type of,object,type_of_object,,,,,gpt-5.4-mini,GPT,mini,,,,DESCRIBE,175,1128,0,0,0,0,0,0,1,0,5,0,0,0
chess2_gpt_on_claude_words::00194::6045ce5d37ff,Bestiary Chess,chess2_gpt_on_claude_words,194,gribbock,claude,claude_authored,imaginary,imaginary,idea,imaginary_idea,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,237,1323,1,0,1,0,0,0,1,0,4,0,0,0
chess2_gpt_on_claude_words::00195::4c9621102217,Bestiary Chess,chess2_gpt_on_claude_words,195,whamberish,claude,claude_authored,real,real,idea,real_idea,,,,,gpt-5.4-nano,GPT,nano,,,,DESCRIBE,45,310,0,0,0,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00196::30f3d173c1a6,Bestiary Chess,chess2_gpt_on_claude_words,196,ningletraft,claude,claude_authored,neutral,,,neutral,,,,,gpt-5.4-nano,GPT,nano,,,,DEFLECT,81,501,0,0,1,0,1,0,0,0,0,0,0,0
chess2_gpt_on_claude_words::00197::c0a902249793,Bestiary Chess,chess2_gpt_on_claude_words,197,spofflund,claude,claude_authored,real,real,idea,real_idea,,,,,gpt-5.4,GPT,main,,,,DEFLECT,134,793,1,1,1,0,0,0,0,0,11,0,0,0
chess2_gpt_on_claude_words::00198::89b8d708602b,Bestiary Chess,chess2_gpt_on_claude_words,198,whamberish,claude,claude_authored,imaginary,imaginary,object,imaginary_object,,,,,gpt-5.4-nano,GPT,nano,,,,HYBRID,249,1416,1,0,0,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00199::115056b83eb9,Bestiary Chess,chess2_gpt_on_claude_words,199,crumthorpe,claude,claude_authored,type,type of,animal,type_of_animal,,,,,gpt-5.4-nano,GPT,nano,,,,HYBRID,183,1090,1,1,1,0,0,0,1,0,0,1,0,0
chess2_gpt_on_claude_words::00200::febfe4831d4d,Bestiary Chess,chess2_gpt_on_claude_words,200,quasplint,claude,claude_authored,type,type of,object,type_of_object,,,,,gpt-5.4,GPT,main,,,,HYBRID,112,710,1,1,1,0,0,0,1,0,7,0,0,0
chess2_gpt_on_claude_words::00201::3b88add5b873,Bestiary Chess,chess2_gpt_on_claude_words,201,spofflund,claude,claude_authored,real,real,animal,real_animal,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,104,607,1,1,1,0,0,0,1,0,8,0,0,0
chess2_gpt_on_claude_words::00202::35902fd7f3a9,Bestiary Chess,chess2_gpt_on_claude_words,202,skettrop,claude,claude_authored,real,real,animal,real_animal,,,,,gpt-5.4,GPT,main,,,,DEFLECT,86,487,1,1,1,0,1,1,0,0,6,0,0,0
chess2_gpt_on_claude_words::00203::3b32ec4427bc,Bestiary Chess,chess2_gpt_on_claude_words,203,vurnplick,claude,claude_authored,real,real,object,real_object,,,,,gpt-5.4-mini,GPT,mini,,,,DEFLECT,77,404,0,1,1,1,0,0,0,0,3,0,0,0
chess2_gpt_on_claude_words::00204::e2860f9e7be9,Bestiary Chess,chess2_gpt_on_claude_words,204,ningletraft,claude,claude_authored,type,type of,object,type_of_object,,,,,gpt-5.4,GPT,main,,,,DESCRIBE,116,807,0,0,0,0,0,0,1,0,4,0,0,0
chess2_gpt_on_claude_words::00205::e5fb3a297113,Bestiary Chess,chess2_gpt_on_claude_words,205,yondrick,claude,claude_authored,neutral,,,neutral,,,,,gpt-5.4-mini,GPT,mini,HYBRID,HYBRID,1,HYBRID,161,1038,1,0,1,0,0,0,1,0,17,0,0,0
chess2_gpt_on_claude_words::00206::ffe2faf5eeb2,Bestiary Chess,chess2_gpt_on_claude_words,206,phlinder,claude,claude_authored,imaginary,imaginary,object,imaginary_object,,,,,gpt-5.4,GPT,main,,,,HYBRID,239,1394,1,0,1,0,0,0,1,1,6,0,1,0
chess2_gpt_on_claude_words::00207::cebd66d9ff46,Bestiary Chess,chess2_gpt_on_claude_words,207,skettrop,claude,claude_authored,imaginary,imaginary,animal,imaginary_animal,,,,,gpt-5.4-mini,GPT,mini,,,,DESCRIBE,136,750,0,0,0,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00208::ef788d6ccd95,Bestiary Chess,chess2_gpt_on_claude_words,208,blissterveen,claude,claude_authored,type,type of,animal,type_of_animal,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,148,898,1,0,1,0,0,0,1,1,13,0,0,0
chess2_gpt_on_claude_words::00209::e4ff8836f77f,Bestiary Chess,chess2_gpt_on_claude_words,209,drempwick,claude,claude_authored,imaginary,imaginary,animal,imaginary_animal,,,,,gpt-5.4,GPT,main,,,,DESCRIBE,119,694,0,0,0,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00210::a5e5fccec2e7,Bestiary Chess,chess2_gpt_on_claude_words,210,tworbick,claude,claude_authored,imaginary,imaginary,animal,imaginary_animal,,,,,gpt-5.4-nano,GPT,nano,,,,DESCRIBE,295,1715,0,0,0,0,0,0,1,0,8,0,0,0
chess2_gpt_on_claude_words::00211::c8bbd616c8bd,Bestiary Chess,chess2_gpt_on_claude_words,211,blissterveen,claude,claude_authored,real,real,object,real_object,,,,,gpt-5.4,GPT,main,,,,DESCRIBE,122,773,0,0,1,0,0,0,1,0,7,0,0,0
chess2_gpt_on_claude_words::00212::d60be12b5d20,Bestiary Chess,chess2_gpt_on_claude_words,212,yondrick,claude,claude_authored,imaginary,imaginary,animal,imaginary_animal,,,,,gpt-5.4,GPT,main,,,,HYBRID,127,762,1,0,0,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00213::c9df5c3ae2f9,Bestiary Chess,chess2_gpt_on_claude_words,213,throndle,claude,claude_authored,real,real,object,real_object,,,,,gpt-5.4,GPT,main,,,,DEFLECT,91,483,0,1,1,0,0,0,0,0,8,0,0,0
chess2_gpt_on_claude_words::00214::0a753c124d5b,Bestiary Chess,chess2_gpt_on_claude_words,214,plindle,claude,claude_authored,type,type of,idea,type_of_idea,,,,,gpt-5.4-nano,GPT,nano,,,,HYBRID,99,550,1,0,0,0,0,0,0,0,3,0,0,0
chess2_gpt_on_claude_words::00215::1caeb18f32e2,Bestiary Chess,chess2_gpt_on_claude_words,215,drempwick,claude,claude_authored,type,type of,object,type_of_object,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,121,803,1,0,1,0,0,0,1,0,8,0,0,0
chess2_gpt_on_claude_words::00216::2218f3a97804,Bestiary Chess,chess2_gpt_on_claude_words,216,glemspoke,claude,claude_authored,real,real,animal,real_animal,,,,,gpt-5.4-mini,GPT,mini,,,,DEFLECT,54,282,1,1,1,1,0,0,0,0,0,0,0,0
chess2_gpt_on_claude_words::00217::fe6c89e078a8,Bestiary Chess,chess2_gpt_on_claude_words,217,kreddlemot,claude,claude_authored,type,type of,animal,type_of_animal,,,,,gpt-5.4,GPT,main,,,,HYBRID,174,1107,1,0,1,0,0,0,1,0,5,0,0,0
chess2_gpt_on_claude_words::00218::953bed2416a8,Bestiary Chess,chess2_gpt_on_claude_words,218,gribbock,claude,claude_authored,real,real,idea,real_idea,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,183,1086,1,1,1,0,0,0,1,0,11,0,0,0
chess2_gpt_on_claude_words::00219::bad97f508fe8,Bestiary Chess,chess2_gpt_on_claude_words,219,spofflund,claude,claude_authored,real,real,object,real_object,,,,,gpt-5.4,GPT,main,,,,DEFLECT,93,544,1,1,1,0,0,0,0,0,6,0,0,0
chess2_gpt_on_claude_words::00220::e1b4b12149e4,Bestiary Chess,chess2_gpt_on_claude_words,220,skettrop,claude,claude_authored,real,real,object,real_object,,,,,gpt-5.4-nano,GPT,nano,,,,DESCRIBE,52,309,0,0,0,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00221::0b85eb1a7ff2,Bestiary Chess,chess2_gpt_on_claude_words,221,snavellith,claude,claude_authored,real,real,animal,real_animal,,,,,gpt-5.4,GPT,main,,,,DEFLECT,73,447,1,1,1,0,0,0,0,0,7,0,0,0
chess2_gpt_on_claude_words::00222::f1d1d4cbcd38,Bestiary Chess,chess2_gpt_on_claude_words,222,glemspoke,claude,claude_authored,type,type of,idea,type_of_idea,,,,,gpt-5.4,GPT,main,,,,DESCRIBE,184,1089,0,0,0,0,0,0,1,1,5,0,1,0
chess2_gpt_on_claude_words::00223::952deefa7099,Bestiary Chess,chess2_gpt_on_claude_words,223,vurnplick,claude,claude_authored,imaginary,imaginary,idea,imaginary_idea,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,196,1216,1,0,1,0,0,0,1,0,11,0,0,0
chess2_gpt_on_claude_words::00224::04b44513a0ca,Bestiary Chess,chess2_gpt_on_claude_words,224,vurnplick,claude,claude_authored,real,real,animal,real_animal,,,,,gpt-5.4-nano,GPT,nano,,,,HYBRID,177,1148,1,0,1,0,0,1,1,0,9,0,0,0
chess2_gpt_on_claude_words::00225::84c9a07a2529,Bestiary Chess,chess2_gpt_on_claude_words,225,whamberish,claude,claude_authored,real,real,object,real_object,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,123,766,1,1,1,0,0,0,1,1,5,0,1,0
chess2_gpt_on_claude_words::00226::cb15721bff98,Bestiary Chess,chess2_gpt_on_claude_words,226,whamberish,claude,claude_authored,imaginary,imaginary,object,imaginary_object,,,,,gpt-5.4-nano,GPT,nano,,,,DESCRIBE,284,1577,0,0,0,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00227::9b049d0dc38a,Bestiary Chess,chess2_gpt_on_claude_words,227,drempwick,claude,claude_authored,imaginary,imaginary,object,imaginary_object,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,156,927,1,0,1,0,0,0,1,0,9,0,0,0
chess2_gpt_on_claude_words::00228::2e808894581e,Bestiary Chess,chess2_gpt_on_claude_words,228,mibblewax,claude,claude_authored,real,real,object,real_object,,,,,gpt-5.4,GPT,main,,,,DEFLECT,108,605,0,1,1,0,0,1,1,0,6,0,0,0
chess2_gpt_on_claude_words::00229::33257155b3f5,Bestiary Chess,chess2_gpt_on_claude_words,229,tworbick,claude,claude_authored,type,type of,object,type_of_object,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,77,514,1,0,1,0,0,0,0,0,8,0,0,0
chess2_gpt_on_claude_words::00230::eae52ee490df,Bestiary Chess,chess2_gpt_on_claude_words,230,tworbick,claude,claude_authored,type,type of,idea,type_of_idea,,,,,gpt-5.4,GPT,main,,,,DESCRIBE,147,872,0,0,0,0,0,0,1,0,6,0,0,0
chess2_gpt_on_claude_words::00231::9d07bde89c35,Bestiary Chess,chess2_gpt_on_claude_words,231,mibblewax,claude,claude_authored,imaginary,imaginary,object,imaginary_object,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,208,1204,1,0,1,0,0,0,1,0,6,0,0,0
chess2_gpt_on_claude_words::00232::35b7f16840b1,Bestiary Chess,chess2_gpt_on_claude_words,232,throndle,claude,claude_authored,real,real,idea,real_idea,,,,,gpt-5.4-nano,GPT,nano,,,,DEFLECT,118,725,0,0,1,0,1,0,0,0,2,0,0,0
chess2_gpt_on_claude_words::00233::da2bf5a1b15c,Bestiary Chess,chess2_gpt_on_claude_words,233,skettrop,claude,claude_authored,neutral,,,neutral,,,,,gpt-5.4,GPT,main,,,,HYBRID,121,768,1,0,1,0,0,0,1,1,7,0,1,0
chess2_gpt_on_claude_words::00234::a0c003d3d484,Bestiary Chess,chess2_gpt_on_claude_words,234,frumberlick,claude,claude_authored,neutral,,,neutral,,,,,gpt-5.4,GPT,main,,,,HYBRID,89,605,1,0,1,0,0,0,1,1,4,0,1,0
chess2_gpt_on_claude_words::00235::4fb3f5d3b6b3,Bestiary Chess,chess2_gpt_on_claude_words,235,tworbick,claude,claude_authored,type,type of,animal,type_of_animal,,,,,gpt-5.4,GPT,main,,,,DESCRIBE,104,595,0,1,0,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00236::58675af6cdfc,Bestiary Chess,chess2_gpt_on_claude_words,236,glemspoke,claude,claude_authored,imaginary,imaginary,animal,imaginary_animal,,,,,gpt-5.4,GPT,main,,,,HYBRID,195,1169,1,0,0,0,0,0,1,0,6,0,0,0
chess2_gpt_on_claude_words::00237::4224c5ef9d43,Bestiary Chess,chess2_gpt_on_claude_words,237,crumthorpe,claude,claude_authored,type,type of,object,type_of_object,,,,,gpt-5.4,GPT,main,,,,HYBRID,131,785,1,1,1,0,0,0,1,1,8,0,1,0
chess2_gpt_on_claude_words::00238::190ea0d72423,Bestiary Chess,chess2_gpt_on_claude_words,238,ningletraft,claude,claude_authored,neutral,,,neutral,,,,,gpt-5.4,GPT,main,,,,HYBRID,140,839,1,1,1,0,0,1,1,0,7,0,0,0
chess2_gpt_on_claude_words::00239::9a4abaf8ff97,Bestiary Chess,chess2_gpt_on_claude_words,239,throndle,claude,claude_authored,neutral,,,neutral,,,,,gpt-5.4,GPT,main,,,,HYBRID,119,698,1,1,1,0,0,0,1,1,8,0,1,0
chess2_gpt_on_claude_words::00240::ba23adc286ca,Bestiary Chess,chess2_gpt_on_claude_words,240,vurnplick,claude,claude_authored,type,type of,idea,type_of_idea,,,,,gpt-5.4,GPT,main,DESCRIBE,DESCRIBE,1,DESCRIBE,257,1558,0,0,1,0,0,0,1,0,8,3,0,0
chess2_gpt_on_claude_words::00241::2a752d023582,Bestiary Chess,chess2_gpt_on_claude_words,241,snavellith,claude,claude_authored,imaginary,imaginary,animal,imaginary_animal,,,,,gpt-5.4-nano,GPT,nano,,,,DESCRIBE,304,1781,0,0,0,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00242::c8dd54c45527,Bestiary Chess,chess2_gpt_on_claude_words,242,gribbock,claude,claude_authored,imaginary,imaginary,object,imaginary_object,,,,,gpt-5.4-nano,GPT,nano,,,,HYBRID,301,1694,1,0,1,0,0,0,1,0,3,0,0,0
chess2_gpt_on_claude_words::00243::aec8ef18d866,Bestiary Chess,chess2_gpt_on_claude_words,243,phlinder,claude,claude_authored,imaginary,imaginary,idea,imaginary_idea,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,177,1108,1,0,1,0,0,0,1,0,16,0,0,0
chess2_gpt_on_claude_words::00244::e831d0e87edf,Bestiary Chess,chess2_gpt_on_claude_words,244,drempwick,claude,claude_authored,type,type of,animal,type_of_animal,,,,,gpt-5.4,GPT,main,,,,HYBRID,128,840,1,0,0,0,0,0,1,0,4,0,0,0
chess2_gpt_on_claude_words::00245::5bd21d9de252,Bestiary Chess,chess2_gpt_on_claude_words,245,crumthorpe,claude,claude_authored,imaginary,imaginary,animal,imaginary_animal,,,,,gpt-5.4,GPT,main,,,,HYBRID,261,1589,1,0,0,0,0,0,1,0,0,0,0,0
chess2_gpt_on_claude_words::00246::84f7f2b80f06,Bestiary Chess,chess2_gpt_on_claude_words,246,crumthorpe,claude,claude_authored,type,type of,object,type_of_object,,,,,gpt-5.4-mini,GPT,mini,,,,HYBRID,90,587,1,0,1,0,0,0,0,0,4,0,0,0
