global_trial_id,study,source_run,model_family,model,word,condition,frame_id,hand_code,bc_v3_code,qq_v3_1_code,v4_code
chess2_gpt_on_claude_words::01992::45708ee96d37,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,crumthorpe,real_idea,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::02018::0b3324ec8b3c,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,drempwick,real_object,,DEFLECT,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::02041::e73d6ef1dc99,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,gribbock,imaginary_idea,,HYBRID,HYBRID,HYBRID,DESCRIBE
chess2_gpt_on_claude_words::02048::4ca62ed4f89b,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,mibblewax,real_object,,DESCRIBE,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::02059::2f27b2a262ac,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,gribbock,real_animal,,SUBSTITUTE,DESCRIBE,DESCRIBE,DESCRIBE
chess2_gpt_on_claude_words::02096::3b3bccc66171,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,gribbock,type_of_object,,HYBRID,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::02147::42d5ad76e419,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,crumthorpe,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::02148::dcfa5341ff2a,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,frumberlick,real_idea,,HYBRID,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::02191::e675ddfe1f0e,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,snavellith,real_animal,,HYBRID,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::02198::d48f208272b4,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,whamberish,type_of_idea,,DESCRIBE,DESCRIBE,DEFLECT,DESCRIBE
chess2_gpt_on_claude_words::02249::4ec23067ba39,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,drempwick,neutral,,HYBRID,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::02254::6dbb3aa30988,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,yondrick,real_animal,,HYBRID,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::02255::cbaf2c896efa,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,frumberlick,neutral,,HYBRID,HYBRID,DEFLECT,HYBRID
chess2_gpt_on_claude_words::02283::b74db4703bf1,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,kreddlemot,real_animal,,HYBRID,HYBRID,HYBRID,HYBRID
chess2_gpt_on_claude_words::02287::c2107bed08ec,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,kreddlemot,type_of_animal,,HYBRID,HYBRID,HYBRID,HYBRID
chess2_gpt_on_claude_words::02309::a236c401a7f9,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,mibblewax,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::02346::1eabefde5d7a,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4,glemspoke,real_object,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess2_gpt_on_claude_words::02381::272506c207c0,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,kreddlemot,neutral,,HYBRID,DESCRIBE,DEFLECT,DESCRIBE
chess2_gpt_on_claude_words::02386::f2a38c9d8ce3,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-nano,vurnplick,real_animal,,HYBRID,HYBRID,HYBRID,HYBRID
chess2_gpt_on_claude_words::02394::f36ea78c0550,Bestiary Chess,chess2_gpt_on_claude_words,GPT,gpt-5.4-mini,spofflund,imaginary_animal,,HYBRID,HYBRID,HYBRID,HYBRID
chess3_gpt_on_gpt_words::00082::25dc8f7d5dc9,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,qualvance,imaginary_idea,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::00084::88026bad7310,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,tsorim,type_of_object,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::00136::536ad8c4e3c5,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,synthory,type_of_idea,,DESCRIBE,DESCRIBE,HYBRID,DESCRIBE
chess3_gpt_on_gpt_words::00169::ebc1a93a98ce,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,mosselk,real_object,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::00190::c80e5d01a5f5,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,qidarel,imaginary_idea,,HYBRID,HYBRID,HYBRID,HYBRID
chess3_gpt_on_gpt_words::00235::4c2ee0cedf1a,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,skeldar,real_animal,,DEFLECT,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::00257::e00679c647bb,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,brindleth,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::00283::873df5206301,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,furmendi,imaginary_idea,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::00305::f3de59b5c818,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,qidarel,type_of_idea,,DESCRIBE,DESCRIBE,DEFLECT,DESCRIBE
chess3_gpt_on_gpt_words::00352::34554dcb3a88,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,framelet,neutral,,DESCRIBE,DESCRIBE,DEFLECT,DESCRIBE
chess3_gpt_on_gpt_words::00384::9408fd28eb91,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,qelat,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::00441::b8b6a41e816c,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,tlapeco,neutral,,DESCRIBE,DESCRIBE,DEFLECT,DESCRIBE
chess3_gpt_on_gpt_words::00451::4bd87f37e610,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,mirellek,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::00468::597ebc5f36bb,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,qamirun,imaginary_object,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::00531::65b60653c060,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,paltuk,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::00534::ef933850605c,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,metavoid,type_of_idea,,DESCRIBE,DESCRIBE,OTHER,DESCRIBE
chess3_gpt_on_gpt_words::00544::b9eec6ad2aa3,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,qamirun,type_of_animal,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::00602::6341df89cf3e,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,lemavoq,imaginary_idea,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::00700::4a04c88aef39,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,ulvani,real_object,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::00710::101002e40ca8,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,mirellek,real_object,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::00735::4529a76a28c2,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,talonvek,real_animal,,HYBRID,DESCRIBE,DESCRIBE,DESCRIBE
chess3_gpt_on_gpt_words::00753::f6c3d7bf5395,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,metavoid,type_of_animal,,DESCRIBE,DESCRIBE,DESCRIBE,DESCRIBE
chess3_gpt_on_gpt_words::00766::1b499977b63c,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,talonvek,real_animal,,DESCRIBE,SUBSTITUTE,HYBRID,SUBSTITUTE
chess3_gpt_on_gpt_words::00777::ff55adffb904,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,talonvek,real_animal,,DEFLECT,DESCRIBE,DEFLECT,DESCRIBE
chess3_gpt_on_gpt_words::00843::dea9c2ef418b,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,metavoid,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::00845::83bffdda0c3c,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,lemavoq,type_of_idea,,DEFLECT,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::00846::36b7a985a26a,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,tavuni,imaginary_animal,,HYBRID,HYBRID,HYBRID,DESCRIBE
chess3_gpt_on_gpt_words::00855::256d1bdd02f2,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,skeldar,imaginary_object,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::00856::8849e3535488,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,qualvance,type_of_idea,,SUBSTITUTE,SUBSTITUTE,DEFLECT,SUBSTITUTE
chess3_gpt_on_gpt_words::00911::6b4f95a2ca63,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,lemavoq,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::00967::e4e92850b978,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,brindleth,neutral,,SUBSTITUTE,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::00976::3fda395a4031,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,furmendi,imaginary_animal,,HYBRID,HYBRID,HYBRID,HYBRID
chess3_gpt_on_gpt_words::00997::11a60b79a596,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,nuvrakel,type_of_object,,HYBRID,HYBRID,HYBRID,HYBRID
chess3_gpt_on_gpt_words::00998::bb8ef1dceab0,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,evaruq,imaginary_idea,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::01000::395efd58fb41,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,furmendi,neutral,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::01032::711d86a766a6,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,qidarel,type_of_idea,,HYBRID,DEFLECT,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::01105::0e9138dbf676,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,qidarel,type_of_animal,,HYBRID,HYBRID,HYBRID,HYBRID
chess3_gpt_on_gpt_words::01130::36079f74a6fd,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,mirellek,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::01137::a76915f890fd,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,furmendi,real_object,,DESCRIBE,DESCRIBE,OTHER,DESCRIBE
chess3_gpt_on_gpt_words::01138::6396044e9c3f,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,qidarel,real_idea,,DEFLECT,SUBSTITUTE,DEFLECT,SUBSTITUTE
chess3_gpt_on_gpt_words::01150::13226d1535e3,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,talonvek,type_of_object,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::01188::14ff6bd48eba,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,qamirun,type_of_object,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::01198::9d1e1b3191ed,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,qamirun,neutral,,DEFLECT,HYBRID,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::01267::f8f844dc32a6,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,brindleth,imaginary_object,,HYBRID,HYBRID,OTHER,HYBRID
chess3_gpt_on_gpt_words::01269::4ba118512563,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,ayuneko,real_idea,,SUBSTITUTE,DESCRIBE,DEFLECT,DESCRIBE
chess3_gpt_on_gpt_words::01278::484a794209c3,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,sorvanu,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::01286::dcc9f6971123,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,vulpira,imaginary_idea,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::01290::27922e96d27c,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,borzani,real_animal,,SUBSTITUTE,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::01303::d17ae1c45a20,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,nuvrakel,real_animal,,DESCRIBE,HYBRID,HYBRID,HYBRID
chess3_gpt_on_gpt_words::01339::361017bad93d,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,metavoid,imaginary_object,,HYBRID,DEFLECT,OTHER,HYBRID
chess3_gpt_on_gpt_words::01342::35915484a03e,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,brindleth,neutral,,HYBRID,SUBSTITUTE,DEFLECT,SUBSTITUTE
chess3_gpt_on_gpt_words::01345::20b71d411b6c,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,mbelako,real_idea,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::01383::f51ce1f2f22a,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,talonvek,imaginary_object,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::01384::641f6769d971,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,synthory,type_of_object,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::01385::c97d910f46c9,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,vulpira,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::01416::fc95ce69e462,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,skeldar,neutral,,SUBSTITUTE,DESCRIBE,DEFLECT,DESCRIBE
chess3_gpt_on_gpt_words::01477::df964e41f6c7,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,synthory,imaginary_idea,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::01489::8a18895b1146,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,evaruq,real_animal,,SUBSTITUTE,SUBSTITUTE,DESCRIBE,SUBSTITUTE
chess3_gpt_on_gpt_words::01520::9265c2af9965,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,noyaru,imaginary_object,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::01531::637da83cdcd7,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,mirellek,real_animal,,DESCRIBE,DEFLECT,OTHER,DEFLECT
chess3_gpt_on_gpt_words::01533::1b21dc2e3ee5,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,lemavoq,imaginary_object,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::01539::c760b3f2bc7b,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,xochalen,real_animal,,DESCRIBE,SUBSTITUTE,DESCRIBE,SUBSTITUTE
chess3_gpt_on_gpt_words::01550::20f9ca85b4bb,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,tavuni,real_animal,,HYBRID,SUBSTITUTE,DEFLECT,SUBSTITUTE
chess3_gpt_on_gpt_words::01570::fbcdeb16a213,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,ayuneko,neutral,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::01593::bb3c19154d1d,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,ngalepo,type_of_animal,,HYBRID,HYBRID,HYBRID,HYBRID
chess3_gpt_on_gpt_words::01643::ffb1fbc11047,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,ulvani,type_of_animal,,HYBRID,HYBRID,HYBRID,HYBRID
chess3_gpt_on_gpt_words::01649::ee3a85434de2,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,paltuk,real_object,,DESCRIBE,SUBSTITUTE,DEFLECT,SUBSTITUTE
chess3_gpt_on_gpt_words::01682::02d5445b61e1,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,zhonnek,real_object,,DESCRIBE,DESCRIBE,DEFLECT,DESCRIBE
chess3_gpt_on_gpt_words::01690::618fb9ddbafc,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,framelet,type_of_object,,DESCRIBE,DESCRIBE,OTHER,DESCRIBE
chess3_gpt_on_gpt_words::01723::cceaf986fe51,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,talonvek,imaginary_idea,,HYBRID,HYBRID,HYBRID,HYBRID
chess3_gpt_on_gpt_words::01752::fa243cb12f7e,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,ayuneko,type_of_object,,DESCRIBE,SUBSTITUTE,DEFLECT,SUBSTITUTE
chess3_gpt_on_gpt_words::01764::464b09e91642,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,vulpira,type_of_object,,DESCRIBE,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::01779::7afed34e8c6d,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,zhonnek,imaginary_animal,,HYBRID,HYBRID,HYBRID,HYBRID
chess3_gpt_on_gpt_words::01784::c0182eed15b2,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,ngalepo,type_of_object,,DESCRIBE,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::01801::2125a8c36b51,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,ulvani,real_animal,,DESCRIBE,HYBRID,HYBRID,DESCRIBE
chess3_gpt_on_gpt_words::01812::70d9d2962ef9,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,furmendi,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::01835::bc7e398e8666,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,ulvani,neutral,,HYBRID,HYBRID,DEFLECT,HYBRID
chess3_gpt_on_gpt_words::01848::a474dfc553a4,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,tavuni,type_of_idea,,DESCRIBE,DESCRIBE,DEFLECT,DESCRIBE
chess3_gpt_on_gpt_words::01883::b7277cb27ecc,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,tavuni,real_object,,SUBSTITUTE,SUBSTITUTE,DEFLECT,SUBSTITUTE
chess3_gpt_on_gpt_words::01900::9e0b708a3f04,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-mini,qelat,real_idea,,SUBSTITUTE,SUBSTITUTE,DEFLECT,SUBSTITUTE
chess3_gpt_on_gpt_words::01935::a28ce0bf644a,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,lakshun,imaginary_animal,,HYBRID,HYBRID,HYBRID,DESCRIBE
chess3_gpt_on_gpt_words::02003::fdb1ea65d856,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,tlapeco,real_animal,,DESCRIBE,HYBRID,DESCRIBE,HYBRID
chess3_gpt_on_gpt_words::02012::2c97841dffee,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,mbelako,neutral,,SUBSTITUTE,SUBSTITUTE,DEFLECT,SUBSTITUTE
chess3_gpt_on_gpt_words::02081::4ecb3df91b7b,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,tlapeco,type_of_animal,,DEFLECT,DESCRIBE,DEFLECT,DESCRIBE
chess3_gpt_on_gpt_words::02092::a638c0bdd2f8,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4,ulvani,real_animal,,DEFLECT,DEFLECT,DEFLECT,DEFLECT
chess3_gpt_on_gpt_words::02094::8c36f3f05765,Bestiary Chess,chess3_gpt_on_gpt_words,GPT,gpt-5.4-nano,brindleth,type_of_object,,DESCRIBE,HYBRID,HYBRID,HYBRID
qq_v1_prerun::00002::690fd3295693,Question Question,qq_v1_prerun,GPT,gpt-5.4-nano,talonvek,real_animal,F1,HYBRID,HYBRID,HYBRID,HYBRID
qq_v1_prerun::00018::ffce990c1fbd,Question Question,qq_v1_prerun,GPT,gpt-5.4,talonvek,real_animal,F1,DEFLECT,DEFLECT,DEFLECT,DEFLECT
qq_v1_prerun::00034::e88cc78444d4,Question Question,qq_v1_prerun,GPT,gpt-5.4,talonvek,real_animal,F2,DEFLECT,DEFLECT,DEFLECT,DEFLECT
qq_v1_prerun::00099::7c62fa3c5d15,Question Question,qq_v1_prerun,GPT,gpt-5.4-mini,dravosh,real_animal,F1,DEFLECT,DESCRIBE,DEFLECT,DEFLECT
qq_v1_prerun::00106::74eb13382153,Question Question,qq_v1_prerun,GPT,gpt-5.4,dravosh,real_animal,F1,DEFLECT,DEFLECT,DEFLECT,DEFLECT
qq_v1_prerun::00110::6caa9f0e344d,Question Question,qq_v1_prerun,GPT,gpt-5.4-nano,dravosh,real_animal,F2,DEFLECT,DEFLECT,DEFLECT,DEFLECT
qq_v1_prerun::00127::2a90e5217166,Question Question,qq_v1_prerun,GPT,gpt-5.4-nano,dravosh,real_animal,F3,DEFLECT,HYBRID,DEFLECT,HYBRID
qq_v1_prerun::00143::dc4155e2995a,Question Question,qq_v1_prerun,GPT,gpt-5.4,dravosh,real_animal,F3,DEFLECT,DEFLECT,DEFLECT,DEFLECT
qq_v1_prerun::00146::96ea45c15458,Question Question,qq_v1_prerun,GPT,gpt-5.4-nano,dravosh,real_animal,F4,DESCRIBE,HYBRID,HYBRID,HYBRID
qq_v1_prerun::00162::9bf67ab05d71,Question Question,qq_v1_prerun,GPT,gpt-5.4,dravosh,real_animal,F4,HYBRID,SUBSTITUTE,HYBRID,SUBSTITUTE
qq_v1_prerun::00164::7ce6c32489be,Question Question,qq_v1_prerun,GPT,gpt-5.4-nano,dravosh,real_animal,F5,HYBRID,DESCRIBE,DEFLECT,DESCRIBE
qq_v1_prerun::00198::4d78e511c9e4,Question Question,qq_v1_prerun,GPT,gpt-5.4,brindleth,real_animal,F1,DEFLECT,HYBRID,DEFLECT,HYBRID
qq_v1_prerun::00206::b5af58d1b239,Question Question,qq_v1_prerun,GPT,gpt-5.4-mini,brindleth,real_animal,F2,DEFLECT,DEFLECT,DEFLECT,DEFLECT
qq_v1_prerun::00214::c84182560c7b,Question Question,qq_v1_prerun,GPT,gpt-5.4,brindleth,real_animal,F2,DEFLECT,HYBRID,DEFLECT,HYBRID
qq_v1_prerun::00226::7ad62aae1ef0,Question Question,qq_v1_prerun,GPT,gpt-5.4-mini,brindleth,real_animal,F3,DEFLECT,DESCRIBE,DEFLECT,DESCRIBE
qq_v1_prerun::00245::ba8367859f0a,Question Question,qq_v1_prerun,GPT,gpt-5.4-mini,brindleth,real_animal,F4,DESCRIBE,DESCRIBE,HYBRID,HYBRID
qq_v1_prerun::00258::a90b550843fe,Question Question,qq_v1_prerun,GPT,gpt-5.4-nano,brindleth,real_animal,F5,DEFLECT,DEFLECT,DEFLECT,DEFLECT
qq_v1_prerun::00298::5b96e9949a12,Question Question,qq_v1_prerun,GPT,gpt-5.4-mini,xochalen,real_animal,F2,DEFLECT,DEFLECT,DEFLECT,DEFLECT
qq_v1_prerun::00312::07fc0509c9af,Question Question,qq_v1_prerun,GPT,gpt-5.4-nano,xochalen,real_animal,F3,HYBRID,DEFLECT,DEFLECT,HYBRID
qq_v1_prerun::00339::cd5181ba953f,Question Question,qq_v1_prerun,GPT,gpt-5.4,xochalen,real_animal,F4,DEFLECT,HYBRID,HYBRID,HYBRID
qq_v1_prerun::00367::4b1cbb92f9fb,Question Question,qq_v1_prerun,GPT,gpt-5.4-mini,mbelako,real_animal,F1,DEFLECT,DESCRIBE,DEFLECT,DEFLECT
qq_v1_prerun::00391::394335829f3b,Question Question,qq_v1_prerun,GPT,gpt-5.4,mbelako,real_animal,F2,DEFLECT,HYBRID,DEFLECT,HYBRID
qq_v1_prerun::00409::2d6166373b63,Question Question,qq_v1_prerun,GPT,gpt-5.4,mbelako,real_animal,F3,DEFLECT,DEFLECT,DEFLECT,DEFLECT
qq_v1_prerun::00459::2f6dd385bb8a,Question Question,qq_v1_prerun,GPT,gpt-5.4-mini,evaruq,real_animal,F1,DEFLECT,DEFLECT,DEFLECT,DEFLECT
qq_v1_prerun::00464::aceb7988f26f,Question Question,qq_v1_prerun,GPT,gpt-5.4,evaruq,real_animal,F1,DEFLECT,DEFLECT,DEFLECT,DEFLECT
qq_v1_prerun::00520::6c156c802b63,Question Question,qq_v1_prerun,GPT,gpt-5.4,evaruq,real_animal,F4,DESCRIBE,DESCRIBE,HYBRID,DESCRIBE
qq_v1_prerun::00528::e2f5e76f40fb,Question Question,qq_v1_prerun,GPT,gpt-5.4-nano,evaruq,real_animal,F5,DEFLECT,HYBRID,DEFLECT,HYBRID
qq_v1_prerun::00545::cff6cefc2406,Question Question,qq_v1_prerun,GPT,gpt-5.4-nano,qualvance,real_animal,F1,SUBSTITUTE,DESCRIBE,HYBRID,DESCRIBE
